user_id,trips,traj_id
290,"['-73.99833798,40.74277821,2012-04-10 13:39:45', '-73.9730883,40.7639385,2012-04-10 19:56:58', '-73.99833798,40.74277821,2012-04-11 13:17:53', '-73.9730883,40.7639385,2012-04-11 15:30:12', '-73.9730883,40.7639385,2012-04-12 14:48:09', '-73.99833798,40.74277821,2012-04-13 12:41:50']",train_2051
290,"['-73.97336954,40.76280319,2012-04-22 16:03:25', '-73.9927621,40.74272122,2012-04-23 10:58:31', '-73.99365,40.74174,2012-04-23 12:40:30', '-73.98856401,40.75061379,2012-04-23 15:30:53']",train_2052
290,"['-73.9927621,40.74272122,2012-04-24 19:02:54', '-73.9927621,40.74272122,2012-04-25 19:00:28', '-73.9730883,40.7639385,2012-04-25 20:50:25']",train_2053
290,"['-73.99833798,40.74277821,2012-04-27 19:20:40', '-73.99833798,40.74277821,2012-04-28 17:44:27', '-73.9730883,40.7639385,2012-04-28 20:41:23']",train_2054
290,"['-73.9927621,40.74272122,2012-05-09 18:47:56', '-73.9730883,40.7639385,2012-05-09 20:47:04', '-73.9730883,40.7639385,2012-05-10 20:39:49', '-73.9730883,40.7639385,2012-05-11 20:27:10', '-73.9730883,40.7639385,2012-05-11 20:27:10', '-73.9927621,40.74272122,2012-05-12 18:27:30', '-73.99833798,40.74277821,2012-05-13 09:23:40', '-73.99833798,40.74277821,2012-05-14 07:42:48', '-73.9927621,40.74272122,2012-05-14 18:07:53', '-73.99833798,40.74277821,2012-05-15 16:01:04', '-73.99365,40.74174,2012-05-16 08:34:12', '-73.9927621,40.74272122,2012-05-16 14:14:17', '-73.9730883,40.7639385,2012-05-16 21:05:09', '-73.99833798,40.74277821,2012-05-17 08:32:53']",train_2055
290,"['-73.9730883,40.7639385,2012-05-26 20:49:37', '-73.99833798,40.74277821,2012-05-27 08:37:33', '-73.99803604,40.74492343,2012-05-27 12:10:49', '-73.99015091,40.73736755,2012-05-28 11:32:02', '-73.99833798,40.74277821,2012-05-29 08:43:32']",train_2056
291,"['-74.00252223,40.73133206,2012-04-12 20:59:53', '-73.99357639,40.7507948,2012-04-13 00:13:05', '-73.99357639,40.7507948,2012-04-13 11:28:26', '-73.983663,40.755779,2012-04-13 11:45:16', '-73.98993663,40.74203393,2012-04-13 19:30:52', '-74.00214116,40.734692,2012-04-14 01:48:26', '-74.008758,40.752294,2012-04-14 17:06:59', '-73.98886442,40.72909625,2012-04-15 16:37:29', '-73.99176928,40.72623395,2012-04-15 18:05:11', '-73.98616231,40.72620616,2012-04-16 11:57:44']",train_2057
291,"['-73.99048716,40.73416736,2012-04-19 21:36:14', '-74.00022247,40.72868614,2012-04-20 00:15:03', '-74.0003224,40.730178,2012-04-20 03:25:28', '-73.98616231,40.72620616,2012-04-20 15:49:46', '-73.98368836,40.75372797,2012-04-20 17:43:34']",train_2058
291,"['-73.99357639,40.7507948,2012-04-24 19:37:17', '-73.99283671,40.73329164,2012-04-25 10:27:46', '-73.990084,40.734269,2012-04-25 12:49:23', '-73.99283671,40.73329164,2012-04-25 13:24:35', '-73.98242,40.776187,2012-04-25 21:45:46', '-73.99150372,40.73001497,2012-04-26 09:36:33', '-73.99150372,40.73001497,2012-04-27 09:30:23', '-73.99357639,40.7507948,2012-04-27 20:49:09']",train_2059
291,"['-73.99150372,40.73001497,2012-05-03 09:17:08', '-73.98518667,40.74170613,2012-05-04 08:49:33', '-73.99283671,40.73329164,2012-05-04 12:02:42', '-73.98307467,40.75395983,2012-05-04 18:17:39', '-73.989037,40.726743,2012-05-04 21:53:32', '-73.99048716,40.73416736,2012-05-05 09:40:49', '-73.95674168,40.77105732,2012-05-05 14:50:13', '-74.00163991,40.73233046,2012-05-05 19:46:44']",train_2060
291,"['-73.99283671,40.73329164,2012-05-14 11:37:34', '-73.99090845,40.73728291,2012-05-14 13:54:06', '-73.99283671,40.73329164,2012-05-14 14:25:30', '-73.99150372,40.73001497,2012-05-15 09:19:05', '-73.99283671,40.73329164,2012-05-15 10:41:56', '-73.99236202,40.73782767,2012-05-15 13:08:30', '-73.987965,40.72932,2012-05-15 23:36:32', '-73.98679975,40.73679404,2012-05-16 08:02:28', '-73.99283671,40.73329164,2012-05-16 10:23:15', '-73.99150372,40.73001497,2012-05-17 08:56:02', '-73.99283671,40.73329164,2012-05-17 09:12:53', '-74.00430259,40.72201115,2012-05-17 19:12:51', '-73.99150372,40.73001497,2012-05-18 09:23:27', '-73.99283671,40.73329164,2012-05-18 09:33:47', '-73.98838905,40.72896656,2012-05-18 21:18:03', '-73.98710489,40.74049402,2012-05-18 22:19:48']",train_2061
291,"['-73.98823409,40.73448313,2012-05-23 16:43:25', '-73.98368836,40.75372797,2012-05-23 19:06:07', '-73.98307467,40.75395983,2012-05-23 19:06:28', '-73.98093396,40.74448892,2012-05-23 21:01:53']",train_2062
291,"['-73.99283671,40.73329164,2012-05-25 09:48:49', '-73.95515171,40.7708668,2012-05-25 18:12:24', '-73.9567852,40.77352188,2012-05-25 19:32:51', '-74.00765959,40.74088398,2012-05-25 22:11:30', '-74.00777996,40.74055798,2012-05-26 01:09:06', '-74.0076309,40.740704,2012-05-26 01:50:49', '-73.98856401,40.75061379,2012-05-26 20:42:32', '-73.95515171,40.7708668,2012-05-27 10:21:40', '-73.99357639,40.7507948,2012-05-27 12:08:00', '-73.95620002,40.77155,2012-05-27 13:33:04', '-73.95656374,40.77125474,2012-05-27 23:12:05', '-73.9578954,40.76966171,2012-05-27 23:39:55', '-73.99897144,40.72789008,2012-05-28 00:52:50', '-74.00022247,40.72868614,2012-05-28 03:45:39', '-73.97812173,40.78325879,2012-05-28 20:30:13', '-73.98823409,40.73448313,2012-05-29 18:24:48']",train_2063
291,"['-73.99090845,40.73728291,2012-05-31 12:27:58', '-73.99283671,40.73329164,2012-05-31 13:09:02', '-73.98823409,40.73448313,2012-05-31 16:14:26', '-73.98030281,40.57334844,2012-05-31 18:23:17', '-73.99283671,40.73329164,2012-06-01 08:35:20']",train_2064
291,"['-73.99324417,40.74143709,2012-06-03 00:20:53', '-73.95646042,40.77138107,2012-06-03 02:37:34', '-73.95320585,40.77591368,2012-06-03 18:15:52', '-73.99283671,40.73329164,2012-06-04 09:05:01']",train_2065
291,"['-73.99283671,40.73329164,2012-06-07 09:29:56', '-73.99236202,40.73782767,2012-06-07 13:42:57', '-73.96661282,40.77792543,2012-06-07 19:10:46', '-73.99283671,40.73329164,2012-06-08 09:00:16', '-73.99039768,40.73709857,2012-06-08 09:19:03']",train_2066
291,"['-73.99283671,40.73329164,2012-06-11 09:34:46', '-74.00777996,40.74055798,2012-06-11 18:42:15', '-73.9931753,40.73403987,2012-06-12 13:36:13', '-73.99283671,40.73329164,2012-06-13 09:19:53']",train_2067
291,"['-73.959708,40.773601,2012-06-16 15:43:17', '-73.96661282,40.77792543,2012-06-16 18:18:20', '-73.95578311,40.77277122,2012-06-16 21:15:57', '-73.99338663,40.72182174,2012-06-17 01:00:28', '-74.00022247,40.72868614,2012-06-17 01:26:09', '-73.96661282,40.77792543,2012-06-17 12:31:42', '-73.96882296,40.77506559,2012-06-17 16:30:39', '-73.99283671,40.73329164,2012-06-18 09:37:45', '-73.99236202,40.73782767,2012-06-18 14:28:23', '-73.99283671,40.73329164,2012-06-18 14:59:53']",train_2068
291,"['-73.99283671,40.73329164,2012-06-26 11:58:36', '-73.98976066,40.73673499,2012-06-26 13:19:48', '-73.99090845,40.73728291,2012-06-26 13:31:23', '-73.99283671,40.73329164,2012-06-27 10:03:27']",train_2069
291,"['-73.989037,40.726743,2012-07-03 18:31:24', '-73.99357639,40.7507948,2012-07-03 20:49:44', '-74.00648321,40.74428433,2012-07-04 19:11:04', '-73.99283671,40.73329164,2012-07-05 09:12:13', '-73.99283671,40.73329164,2012-07-05 13:57:35', '-73.98717238,40.72939547,2012-07-05 19:09:09', '-73.98616231,40.72620616,2012-07-06 10:18:27', '-73.9886713,40.73135645,2012-07-06 12:22:27', '-73.99176928,40.72623395,2012-07-06 15:27:17']",train_2070
291,"['-73.99249812,40.72436428,2012-07-13 21:04:33', '-74.00421739,40.7299418,2012-07-13 23:21:10', '-73.99897144,40.72789008,2012-07-14 03:05:06']",train_2071
291,"['-73.95515171,40.7708668,2012-07-16 12:15:49', '-73.99283671,40.73329164,2012-07-17 10:01:45', '-73.98823409,40.73448313,2012-07-17 17:45:22', '-73.99283671,40.73329164,2012-07-18 08:48:18', '-73.98823409,40.73448313,2012-07-18 18:20:40']",train_2072
291,"['-73.99283671,40.73329164,2012-07-30 09:19:47', '-73.99236202,40.73782767,2012-07-30 12:06:50', '-73.98823409,40.73448313,2012-07-30 18:42:56']",train_2073
291,"['-73.99115522,40.73264788,2012-08-09 14:18:54', '-73.99283671,40.73329164,2012-08-09 15:54:42', '-73.98823409,40.73448313,2012-08-09 17:54:33', '-73.99283671,40.73329164,2012-08-10 09:22:13', '-73.99283671,40.73329164,2012-08-10 15:07:53', '-74.00214116,40.734692,2012-08-10 17:29:31', '-73.98541242,40.73211864,2012-08-11 00:37:38', '-73.98886442,40.72909625,2012-08-11 04:15:00']",train_2074
291,"['-73.99036325,40.71787928,2012-08-12 21:38:01', '-73.99283671,40.73329164,2012-08-13 13:41:48', '-73.99283671,40.73329164,2012-08-14 09:33:30']",train_2075
291,"['-73.99283671,40.73329164,2012-08-16 18:28:11', '-73.959708,40.773601,2012-08-16 19:34:06', '-73.9561516,40.7761672,2012-08-16 21:46:02', '-73.9561516,40.7761672,2012-08-16 21:59:01']",train_2076
291,"['-73.99283671,40.73329164,2012-10-22 09:56:46', '-73.99070758,40.7308585,2012-10-22 12:32:58', '-73.99283671,40.73329164,2012-10-22 18:26:19', '-73.99283671,40.73329164,2012-10-23 09:11:24']",train_2077
291,"['-73.98646648,40.75453842,2012-10-24 13:29:44', '-73.99124704,40.75544236,2012-10-24 14:44:22', '-73.99283671,40.73329164,2012-10-24 18:11:42', '-73.99352537,40.73427623,2012-10-24 18:35:24', '-73.98549658,40.73203003,2012-10-24 20:55:55', '-73.99283671,40.73329164,2012-10-25 10:31:02', '-73.9931753,40.73403987,2012-10-25 12:02:21', '-73.98717238,40.72939547,2012-10-26 02:42:43', '-73.99283671,40.73329164,2012-10-26 09:45:09', '-73.99025995,40.72925858,2012-10-26 19:02:15', '-73.99048716,40.73416736,2012-10-26 19:51:59']",train_2078
291,"['-74.00022247,40.72868614,2012-10-28 01:49:48', '-73.98798466,40.72947025,2012-10-28 03:17:33', '-73.98894604,40.72672497,2012-10-28 04:27:21']",train_2079
291,"['-73.955844,40.772301,2012-10-31 00:31:30', '-73.95646042,40.77138107,2012-10-31 01:48:39', '-73.95646042,40.77138107,2012-10-31 20:53:16']",train_2080
292,"['-73.9660918,40.76215646,2012-04-03 18:38:52', '-73.96910191,40.75349907,2012-04-03 21:22:17', '-73.96758984,40.75608725,2012-04-03 23:28:41', '-73.98677065,40.75252271,2012-04-04 08:23:58', '-74.00150299,40.75678244,2012-04-04 09:27:12', '-73.98836609,40.75254117,2012-04-04 11:59:05']",train_2081
292,"['-73.98386667,40.74994975,2012-04-09 08:18:44', '-73.98677065,40.75252271,2012-04-09 08:29:30', '-74.00150299,40.75678244,2012-04-09 12:20:22', '-73.98836609,40.75254117,2012-04-10 12:16:04', '-73.9561516,40.7761672,2012-04-10 18:40:42']",train_2082
292,"['-73.98941058,40.75807495,2012-04-12 19:49:24', '-73.98386667,40.74994975,2012-04-13 08:25:03', '-73.98677065,40.75252271,2012-04-13 08:32:59', '-74.00150299,40.75678244,2012-04-13 10:48:24', '-73.97762241,40.78413298,2012-04-13 15:42:41']",train_2083
292,"['-73.98677065,40.75252271,2012-04-15 11:53:47', '-74.00150299,40.75678244,2012-04-15 14:00:28', '-73.98386667,40.74994975,2012-04-16 08:11:36', '-73.98677065,40.75252271,2012-04-16 08:20:08', '-73.98836609,40.75254117,2012-04-16 14:22:12', '-73.98677065,40.75252271,2012-04-17 08:28:33', '-73.98836609,40.75254117,2012-04-17 12:20:52', '-73.96687031,40.78086639,2012-04-17 18:21:39', '-73.982692,40.745245,2012-04-17 20:15:13', '-73.98677065,40.75252271,2012-04-18 08:35:48', '-73.98677065,40.75252271,2012-04-19 08:22:45']",train_2084
292,"['-73.98386667,40.74994975,2012-04-23 09:07:03', '-73.98677065,40.75252271,2012-04-23 09:31:34', '-73.98677065,40.75252271,2012-04-24 08:43:03', '-73.982692,40.745245,2012-04-24 19:30:45', '-73.98677065,40.75252271,2012-04-25 08:36:16', '-73.98677065,40.75252271,2012-04-26 08:31:07']",train_2085
292,"['-73.98386667,40.74994975,2012-04-27 09:09:57', '-73.98677065,40.75252271,2012-04-27 09:18:34', '-73.9866972,40.75491322,2012-04-27 12:08:40', '-73.98022804,40.74304319,2012-04-27 20:40:23', '-73.978328,40.745212,2012-04-28 18:31:52']",train_2086
292,"['-73.98677065,40.75252271,2012-05-03 08:59:27', '-73.98836609,40.75254117,2012-05-03 12:14:01', '-73.98386667,40.74994975,2012-05-04 08:12:19', '-73.98677065,40.75252271,2012-05-04 08:20:02', '-73.98836609,40.75254117,2012-05-04 12:23:54']",train_2087
292,"['-73.98677065,40.75252271,2012-05-07 09:23:09', '-73.98905477,40.75315436,2012-05-07 12:50:57', '-73.98836609,40.75254117,2012-05-08 12:07:41', '-73.982692,40.745245,2012-05-08 19:26:08', '-73.98677065,40.75252271,2012-05-09 08:21:37', '-73.98836609,40.75254117,2012-05-09 12:06:46']",train_2088
292,"['-73.98677065,40.75252271,2012-05-11 08:25:06', '-73.9866972,40.75491322,2012-05-11 12:18:34', '-73.98055517,40.78005605,2012-05-11 18:33:32']",train_2089
292,"['-73.98034282,40.7425116,2012-05-12 18:40:36', '-73.98387815,40.74489233,2012-05-12 20:44:53', '-73.97416158,40.75214806,2012-05-13 11:37:06', '-73.97717535,40.75280621,2012-05-13 11:41:35']",train_2090
292,"['-73.98836609,40.75254117,2012-05-14 12:15:31', '-73.98677065,40.75252271,2012-05-14 14:53:38', '-73.98677065,40.75252271,2012-05-15 08:47:58', '-73.98677065,40.75252271,2012-05-16 08:39:13', '-73.9866972,40.75491322,2012-05-16 13:10:25', '-73.98286233,40.74939033,2012-05-16 18:25:16', '-73.98677065,40.75252271,2012-05-17 08:55:26']",train_2091
292,"['-73.98677065,40.75252271,2012-05-25 08:33:12', '-73.98905477,40.75315436,2012-05-25 11:59:51', '-73.84550571,40.75824528,2012-05-25 18:20:09', '-73.84606361,40.75645736,2012-05-25 19:42:35']",train_2092
292,"['-73.98386667,40.74994975,2012-05-29 08:23:34', '-73.98677065,40.75252271,2012-05-29 08:32:03', '-73.96532536,40.74485099,2012-05-29 14:08:34']",train_2093
292,"['-73.98785591,40.75609978,2012-06-05 08:39:47', '-73.98677065,40.75252271,2012-06-05 10:49:26', '-73.98677065,40.75252271,2012-06-06 08:21:03', '-73.96532536,40.74485099,2012-06-07 07:16:49']",train_2094
292,"['-73.98677065,40.75252271,2012-06-13 08:42:49', '-73.98836609,40.75254117,2012-06-13 12:12:59', '-73.99387544,40.76799092,2012-06-13 18:04:31']",train_2095
293,"['-73.96689535,40.75719791,2012-04-18 08:32:04', '-73.96689535,40.75719791,2012-04-19 07:52:28', '-74.0103681,40.72007263,2012-04-19 20:09:23', '-74.01013895,40.718781,2012-04-19 21:56:40', '-73.96689535,40.75719791,2012-04-20 07:17:13']",train_2096
293,"['-73.98957253,40.71535455,2012-04-28 13:54:10', '-73.99304867,40.72112804,2012-04-28 15:49:29', '-73.96689535,40.75719791,2012-04-29 10:36:07', '-73.99179224,40.75999389,2012-04-29 14:59:30', '-73.969205,40.754108,2012-04-29 17:21:30']",train_2097
293,"['-73.72373343,40.71202034,2012-06-09 11:14:12', '-73.9686574,40.75881855,2012-06-09 23:32:20', '-73.97590399,40.77210813,2012-06-10 12:34:00']",train_2098
293,"['-73.96689535,40.75719791,2012-07-03 08:41:28', '-73.969253,40.75828,2012-07-03 14:14:22', '-74.17938709,40.68968494,2012-07-04 08:44:13']",train_2099
294,"['-73.99108529,40.73485229,2012-04-27 15:09:43', '-73.97226182,40.67685469,2012-04-27 18:31:40', '-73.97226182,40.67685469,2012-04-28 11:09:01']",train_2100
294,"['-74.00501417,40.74169544,2012-05-25 15:00:27', '-74.00483627,40.74195651,2012-05-25 15:01:16', '-74.00519371,40.74706189,2012-05-25 16:59:35', '-74.00648321,40.74428433,2012-05-26 00:07:43', '-73.99048716,40.73416736,2012-05-26 20:53:02', '-73.99190605,40.72706973,2012-05-26 23:07:47', '-73.975448,40.68099,2012-05-27 21:51:56', '-73.99481086,40.68486624,2012-05-27 22:00:59']",train_2101
295,"['-73.98993663,40.74203393,2012-12-01 14:26:35', '-73.98943363,40.74186151,2012-12-01 14:26:53', '-73.97446577,40.76227187,2012-12-01 19:12:40']",train_2102
296,"['-73.99766207,40.84816411,2012-04-17 23:09:47', '-74.11994998,40.933143,2012-04-18 18:20:16', '-73.99766207,40.84816411,2012-04-18 23:11:10', '-74.11994998,40.933143,2012-04-19 18:16:04']",train_2103
296,"['-73.99766207,40.84816411,2012-04-21 00:10:15', '-73.95693684,40.87050658,2012-04-21 11:05:46', '-74.11994998,40.933143,2012-04-21 13:10:33', '-74.11812338,40.84825445,2012-04-21 23:11:55', '-73.99766207,40.84816411,2012-04-22 13:26:14']",train_2104
296,"['-74.06547102,40.85320704,2012-04-23 21:07:42', '-74.11812338,40.84825445,2012-04-23 22:19:55', '-74.11012566,40.84666902,2012-04-23 22:53:00', '-74.11812338,40.84825445,2012-04-23 22:53:40', '-74.06547102,40.85320704,2012-04-23 23:02:14', '-73.99766207,40.84816411,2012-04-24 00:14:19']",train_2105
296,"['-74.11994998,40.933143,2012-04-27 18:31:55', '-73.99766207,40.84816411,2012-04-28 10:35:54', '-74.11994998,40.933143,2012-04-28 20:44:12', '-74.11812338,40.84825445,2012-04-28 23:38:54', '-73.99766207,40.84816411,2012-04-29 01:12:52', '-74.11994998,40.933143,2012-04-29 14:05:27']",train_2106
296,"['-74.07471657,40.9192202,2012-05-10 20:01:28', '-73.99766207,40.84816411,2012-05-10 22:40:58', '-73.99766207,40.84816411,2012-05-11 18:03:40', '-73.99766207,40.84816411,2012-05-12 16:44:57']",train_2107
296,"['-73.99766207,40.84816411,2012-07-03 16:34:58', '-73.98883224,40.87081138,2012-07-03 18:52:21', '-73.95693684,40.87050658,2012-07-04 10:02:31', '-73.99766207,40.84816411,2012-07-04 23:55:41', '-73.98883224,40.87081138,2012-07-05 19:18:48', '-73.99766207,40.84816411,2012-07-06 00:06:59', '-73.99766207,40.84816411,2012-07-06 18:28:53']",train_2108
296,"['-73.98883224,40.87081138,2012-07-08 19:01:27', '-73.98883224,40.87081138,2012-07-09 18:59:38', '-73.98883224,40.87081138,2012-07-10 18:55:13']",train_2109
296,"['-73.98883224,40.87081138,2012-07-27 19:58:55', '-73.99766207,40.84816411,2012-07-28 10:16:08', '-73.99766207,40.84816411,2012-07-28 14:21:23', '-73.98883224,40.87081138,2012-07-28 19:32:22', '-74.07471657,40.9192202,2012-07-29 12:17:27', '-73.98883224,40.87081138,2012-07-29 14:20:23', '-73.99766207,40.84816411,2012-07-29 23:45:10']",train_2110
296,"['-74.09735271,40.92607839,2012-09-14 21:15:44', '-73.99766207,40.84816411,2012-09-14 22:53:51', '-73.99766207,40.84816411,2012-09-15 15:26:58']",train_2111
297,"['-73.97867844,40.75868265,2012-04-03 20:34:55', '-73.98334441,40.76609349,2012-04-03 21:13:15', '-73.9908281,40.73653171,2012-04-04 19:44:26']",train_2112
297,"['-73.97688204,40.76467118,2012-04-08 14:05:16', '-73.98917529,40.74311403,2012-04-08 16:45:35', '-73.92655344,40.82827721,2012-04-09 15:10:49', '-73.98194432,40.76792357,2012-04-09 18:59:31', '-73.98186922,40.76803327,2012-04-09 19:01:36']",train_2113
297,"['-73.94624881,40.80774561,2012-04-13 10:18:15', '-73.92893314,40.80383714,2012-04-13 12:16:56', '-73.90151024,40.83050182,2012-04-14 09:08:27']",train_2114
297,"['-73.90151024,40.83050182,2012-04-19 04:03:59', '-73.92655344,40.82827721,2012-04-19 18:25:42', '-73.97350073,40.77142562,2012-04-19 19:44:09', '-73.97313595,40.76468138,2012-04-19 20:06:50', '-73.97867844,40.75868265,2012-04-19 20:17:32', '-73.98554249,40.75840959,2012-04-19 20:45:58', '-73.98334441,40.76609349,2012-04-19 21:03:00', '-73.98194432,40.76792357,2012-04-19 21:03:55', '-73.99886815,40.71645155,2012-04-20 15:04:02']",train_2115
298,"['-74.01090176,40.72992161,2012-05-07 10:07:56', '-74.003214,40.730047,2012-05-07 12:19:03', '-74.01090176,40.72992161,2012-05-08 09:24:41', '-74.005256,40.728833,2012-05-08 13:08:57', '-74.003214,40.730047,2012-05-09 13:00:59', '-74.00069304,40.72979057,2012-05-10 12:57:31', '-74.01090176,40.72992161,2012-05-11 10:53:19']",train_2116
298,"['-74.01090176,40.72992161,2012-05-14 14:02:57', '-73.87835286,40.73952844,2012-05-14 22:34:17', '-74.01090176,40.72992161,2012-05-15 09:12:26', '-74.005256,40.728833,2012-05-15 13:37:40', '-74.00692507,40.72935205,2012-05-15 17:58:12', '-74.01090176,40.72992161,2012-05-15 19:13:33', '-74.00200144,40.7302962,2012-05-16 09:16:41', '-74.01090176,40.72992161,2012-05-16 13:31:17', '-74.00200144,40.7302962,2012-05-17 09:01:50']",train_2117
298,"['-74.01090176,40.72992161,2012-05-21 10:18:50', '-74.005256,40.728833,2012-05-21 13:02:16', '-74.01090176,40.72992161,2012-05-22 09:18:29']",train_2118
298,"['-73.92549099,40.82841336,2012-06-08 19:14:56', '-73.988116,40.745884,2012-06-09 00:56:40', '-73.87835286,40.73952844,2012-06-09 15:33:16', '-73.99042638,40.74434085,2012-06-09 19:17:45', '-73.83428195,40.75775097,2012-06-10 14:29:12', '-74.003214,40.730047,2012-06-11 12:37:59', '-74.0052724,40.72923881,2012-06-11 18:54:27', '-74.01090176,40.72992161,2012-06-12 12:50:05', '-74.0052724,40.72923881,2012-06-12 19:12:59', '-74.01090176,40.72992161,2012-06-13 10:21:58', '-74.006264,40.7337627,2012-06-13 18:28:07', '-74.006838,40.735697,2012-06-13 21:36:31']",train_2119
298,"['-73.92498404,40.75516499,2012-06-16 21:54:47', '-74.01090176,40.72992161,2012-06-17 14:18:00', '-74.00069304,40.72979057,2012-06-18 12:58:04', '-74.01090176,40.72992161,2012-06-18 13:23:48']",train_2120
298,"['-74.0052724,40.72923881,2012-07-12 18:59:08', '-74.00069304,40.72979057,2012-07-12 20:15:23', '-74.003214,40.730047,2012-07-13 13:27:11', '-74.00335574,40.73183948,2012-07-13 17:57:48']",train_2121
298,"['-73.84692306,40.72127309,2012-07-15 14:15:52', '-73.88095379,40.74143697,2012-07-15 18:59:42', '-74.01090176,40.72992161,2012-07-16 09:34:35', '-74.005256,40.728833,2012-07-16 12:48:13', '-74.00200144,40.7302962,2012-07-17 09:02:10']",train_2122
299,"['-74.17938709,40.68968494,2012-04-09 21:38:11', '-74.19071674,40.70435915,2012-04-09 22:10:00', '-73.99357639,40.7507948,2012-04-09 22:39:51', '-73.96477741,40.75583152,2012-04-10 00:15:15', '-73.974144,40.750583,2012-04-10 05:47:16', '-73.99859548,40.72645384,2012-04-10 06:46:24', '-73.99859548,40.72645384,2012-04-10 17:01:03', '-73.95325005,40.79005808,2012-04-11 07:15:40', '-73.99859548,40.72645384,2012-04-11 14:39:17', '-73.991829,40.723955,2012-04-11 15:47:07', '-73.974144,40.750583,2012-04-12 09:25:04']",train_2123
299,"['-74.00576234,40.72635525,2012-04-14 20:09:25', '-73.97350073,40.77142562,2012-04-15 16:18:14', '-73.96781445,40.7623248,2012-04-15 16:26:31', '-73.99859548,40.72645384,2012-04-16 10:11:02']",train_2124
299,"['-73.99859548,40.72645384,2012-04-19 11:00:48', '-73.97035057,40.75817623,2012-04-20 07:35:04', '-73.99859548,40.72645384,2012-04-20 12:06:33', '-73.9642838,40.75621625,2012-04-21 10:30:04', '-73.95565683,40.77355486,2012-04-21 21:03:22', '-73.97035057,40.75817623,2012-04-22 14:42:42', '-73.99040315,40.7352825,2012-04-22 17:52:49', '-73.99118391,40.73512291,2012-04-22 17:53:34', '-73.98969179,40.73779799,2012-04-22 18:51:11', '-73.99859548,40.72645384,2012-04-23 18:26:25', '-73.96477741,40.75583152,2012-04-23 23:07:00', '-73.99859548,40.72645384,2012-04-24 17:12:40']",train_2125
299,"['-73.98452667,40.72024901,2012-04-27 20:39:28', '-73.99040315,40.7352825,2012-04-28 12:41:28', '-73.97761256,40.7522129,2012-04-29 11:31:24', '-73.97717535,40.75280621,2012-04-29 12:55:00', '-73.98368836,40.75372797,2012-04-29 14:15:57', '-73.98626804,40.75648987,2012-04-29 14:52:57']",train_2126
299,"['-73.93841743,40.84884583,2012-05-08 13:48:56', '-73.99859548,40.72645384,2012-05-08 14:45:30', '-73.97160178,40.75619842,2012-05-08 23:15:37', '-73.96760132,40.7560543,2012-05-09 00:03:14', '-73.980903,40.77834721,2012-05-09 11:22:43']",train_2127
299,"['-73.97692323,40.74276196,2012-05-12 21:51:32', '-73.96966183,40.75837794,2012-05-13 13:38:04', '-73.97350073,40.77142562,2012-05-13 14:33:17', '-73.97870714,40.76409431,2012-05-13 16:59:23', '-73.98119223,40.76413503,2012-05-13 17:06:40', '-73.97035057,40.75817623,2012-05-13 22:22:18', '-73.96477741,40.75583152,2012-05-13 23:45:55', '-73.97035057,40.75817623,2012-05-14 22:32:44']",train_2128
299,"['-73.99859548,40.72645384,2012-05-16 18:42:59', '-73.96477741,40.75583152,2012-05-16 23:54:05', '-73.87122,40.773839,2012-05-17 08:41:22']",train_2129
300,"['-73.84357476,40.71961735,2012-04-16 17:44:34', '-73.98837027,40.74854695,2012-04-17 16:53:47', '-73.84357476,40.71961735,2012-04-18 15:50:51']",train_2130
300,"['-73.97648335,40.74969536,2012-05-03 22:05:23', '-73.98837027,40.74854695,2012-05-04 18:55:35', '-73.96827285,40.75561381,2012-05-04 21:47:39']",train_2131
300,"['-74.16483829,40.73420076,2012-05-11 00:42:27', '-73.97648335,40.74969536,2012-05-11 22:37:41', '-73.925739,40.762219,2012-05-12 22:23:57']",train_2132
300,"['-73.904381,40.74485366,2012-05-25 21:22:37', '-73.98721829,40.76034689,2012-05-25 23:45:12', '-73.97648335,40.74969536,2012-05-26 01:16:28']",train_2133
301,"['-73.9247619,40.82778213,2012-12-30 03:25:46', '-73.9432983,40.84125907,2012-12-31 02:30:07', '-73.9432983,40.84125907,2012-12-31 13:30:30']",train_2134
302,"['-73.69809151,40.74143697,2012-04-23 12:41:07', '-73.69822025,40.74137194,2012-04-23 12:41:31', '-73.69809151,40.74143697,2012-04-24 11:14:03', '-73.69822025,40.74137194,2012-04-24 11:14:15']",train_2135
302,"['-73.90979485,40.69837795,2012-05-26 19:23:52', '-73.90979485,40.69837795,2012-05-26 19:24:23', '-73.90979485,40.69837795,2012-05-26 19:47:52', '-73.90979485,40.69837795,2012-05-26 19:48:14', '-73.90979485,40.69837795,2012-05-26 20:07:38', '-73.90979485,40.69837795,2012-05-26 20:07:55']",train_2136
303,"['-73.97867844,40.75868265,2012-04-25 17:31:50', '-73.981107,40.759272,2012-04-25 19:59:03', '-73.98554249,40.75840959,2012-04-25 20:10:58', '-73.99154663,40.7572213,2012-04-25 20:37:17']",train_2137
304,"['-73.92916381,40.72784213,2012-05-12 00:51:41', '-73.978328,40.745212,2012-05-12 02:27:47', '-73.98740194,40.76039719,2012-05-13 01:11:11']",train_2138
304,"['-73.82457107,40.66176329,2012-06-01 06:50:43', '-73.78452301,40.64508936,2012-06-01 07:14:04', '-73.77565026,40.64585457,2012-06-01 08:00:40']",train_2139
